pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_name,club_name,nationality_name,skill_moves,release_clause_eur,preferred_foot,composite_score,rank_overall,rank_composite
66.0,68.0,69.0,76.0,31.0,52.0,59,72,47,Caio Milaçar,Caio Bruno Milaçar Kenedy,CAM,72,72,2600000.0,11000.0,26,170,67,Serie A,Ceará,Brazil,4,4900000.0,Right,67.26,20,1184
78.0,44.0,61.0,71.0,68.0,65.0,70,41,63,M. Melluso,Matías Germán Melluso,"LB, LWB",72,77,3300000.0,10000.0,24,170,63,Liga Profesional,Gimnasia La Plata,Argentina,3,5000000.0,Left,67.26,20,1184
69.0,64.0,68.0,69.0,54.0,67.0,73,62,52,C. Noone,Craig Noone,"RM, LM, RWB",69,69,650000.0,3000.0,34,177,69,A-League,Macarthur,England,3,813000.0,Left,67.26,23,1184
66.0,66.0,71.0,70.0,53.0,62.0,65,64,57,Lee Seung Gi,이승기 李胜基,"CM, RM, CAM",69,69,650000.0,6000.0,34,177,67,K League 1,Jeonbuk Motors,Korea Republic,4,845000.0,Right,67.26,23,1184
64.0,63.0,72.0,69.0,55.0,70.0,63,64,55,Àlex Corredera,Alexandre Corredera Alardi,"CM, CAM, RM",69,72,1800000.0,6000.0,26,178,72,La Liga 2,Tenerife,Spain,3,3000000.0,Left,67.26,23,1184
80.0,52.0,65.0,69.0,65.0,64.0,74,50,58,P. Ghiglione,Paolo Ghiglione,"RM, RB",69,71,1700000.0,6000.0,25,191,80,Serie A,Cremonese,Italy,3,3200000.0,Right,67.26,23,1184
79.0,68.0,63.0,70.0,36.0,65.0,63,67,64,A. Peñaranda,Adalberto Peñaranda Maestre,"LW, ST, CAM",69,72,1800000.0,8000.0,25,185,83,Liga Portugal,Boavista,Venezuela,3,3900000.0,Right,67.26,23,1184
86.0,58.0,62.0,72.0,40.0,65.0,59,57,50,T. Kehinde,Kehinde Oluwatosin,"RM, LM",69,74,2100000.0,6000.0,24,178,75,Superliga,Randers,Nigeria,3,2800000.0,Right,67.26,23,1184
74.0,49.0,67.0,73.0,65.0,70.0,65,55,60,N. Nartey,Nikolas Terkelsen Nartey,"CM, CDM, LWB",69,76,2800000.0,10000.0,22,185,81,Bundesliga,VfB Stuttgart,Denmark,3,5600000.0,Left,67.26,23,1184
85.0,48.0,63.0,71.0,62.0,65.0,67,50,44,O. Villadsen,Oliver Marc Rose-Villadsen,"RB, RWB",69,78,2900000.0,4000.0,20,173,70,Superliga,Nordsjælland,Denmark,3,4200000.0,Right,67.26,23,1184
69.0,68.0,68.0,73.0,47.0,58.0,64,66,49,A. Martegani,Agustín Martegani,"CAM, CM, LM",69,78,3100000.0,6000.0,22,183,74,Liga Profesional,San Lorenzo,Argentina,4,5300000.0,Left,67.26,23,1184
76.0,32.0,60.0,66.0,75.0,78.0,58,26,75,O. Kossounou,Odilon Kossounou,"CB, RB",75,84,12000000.0,27000.0,21,191,81,Bundesliga,Bayer 04 Leverkusen,Côte d'Ivoire,2,22800000.0,Right,67.25999999999999,17,1185
75.0,45.0,63.0,64.0,72.0,75.0,64,42,71,David Costas,David Costas Cordal,CB,72,74,2500000.0,8000.0,27,181,73,La Liga 2,Real Oviedo,Spain,2,4200000.0,Right,67.25999999999999,20,1185
69.0,69.0,56.0,70.0,39.0,74.0,43,73,74,A. Bareiro,Adam Fernando Bareiro Gamarra,ST,72,74,3000000.0,11000.0,25,184,84,Liga Profesional,San Lorenzo,Paraguay,3,4700000.0,Right,67.25999999999999,20,1185
72.0,64.0,68.0,68.0,63.0,54.0,72,63,53,L. Krejčí,Ladislav Krejčí,"LM, LB",69,69,1400000.0,550.0,29,179,70,Fortuna Liga,Sparta Praha,Czech Republic,4,3100000.0,Left,67.25999999999999,23,1185
76.0,68.0,61.0,70.0,37.0,74.0,63,65,67,Tan Long,谭龙,"RW, LW, ST",69,69,650000.0,6000.0,34,185,77,Super League,Changchun Yatai,China PR,4,1000000.0,Right,67.25999999999999,23,1185
64.0,64.0,70.0,72.0,58.0,63.0,68,53,49,Raphael Guzzo,Raphael Gregório Guzzo,CM,69,69,1500000.0,3000.0,27,177,68,Liga Portugal,Vizela,Portugal,3,3200000.0,Right,67.25999999999999,23,1185
70.0,65.0,71.0,70.0,46.0,63.0,70,65,56,Sandro Maceira,Sandro Nelson Maceira Nascimento,CAM,69,69,1300000.0,8000.0,30,178,74,Serie A,Athletico PR,Brazil,3,2500000.0,Right,67.25999999999999,23,1185
88.0,48.0,60.0,70.0,61.0,68.0,67,32,48,L. Czyborra,Lennart Czyborra,"LB, LM",69,76,2700000.0,2000.0,23,178,72,Serie B,Genoa,Germany,2,4900000.0,Left,67.25999999999999,23,1185
78.0,69.0,62.0,65.0,40.0,73.0,66,73,61,W. Cheddira,Walid Cheddira,"ST, LW, CAM",69,75,2200000.0,3000.0,24,187,80,Serie B,Bari 1908,Morocco,3,3900000.0,Right,67.25999999999999,23,1185
65.0,49.0,63.0,69.0,72.0,70.0,46,51,67,E. Ampadu,Ethan Kwame Colm Raymond Ampadu,"CDM, CM, CB",73,80,6000000.0,43000.0,21,183,78,Serie A,Spezia,Wales,2,3200000.0,Right,67.24000000000001,19,1186
66.0,58.0,64.0,73.0,67.0,65.0,50,54,54,Gustavo Assunção,Gustavo Enrique Giordano Amaro Assunção da Silva,"CDM, CM",70,77,3000000.0,5000.0,22,178,68,Liga Portugal,Famalicão,Brazil,3,6900000.0,Right,67.24000000000001,22,1186
63.0,61.0,69.0,72.0,54.0,70.0,54,53,57,Kirian,Kirian Rodríguez Concepción,"CM, CDM, CAM",70,73,2100000.0,6000.0,26,180,73,La Liga 2,Las Palmas,Spain,3,3500000.0,Right,67.24000000000001,22,1186
86.0,68.0,61.0,71.0,25.0,57.0,55,72,61,M. Beier,Maximilian Beier,"ST, RM",70,82,3800000.0,12000.0,19,185,72,2. Bundesliga,Hannover 96,Germany,3,3200000.0,Right,67.24000000000001,22,1186
73.0,73.0,63.0,71.0,33.0,61.0,65,73,58,S. Skrzybski,Steven Skrzybski,"ST, CAM, RM",70,70,1600000.0,13000.0,29,174,70,2. Bundesliga,Holstein Kiel,Germany,3,2500000.0,Right,67.24,22,1187
83.0,50.0,61.0,68.0,63.0,67.0,65,45,52,Paulinho,Paulo Sérgio Mota,"RWB, RB",70,70,1400000.0,6000.0,30,176,70,Liga Portugal,Marítimo,Portugal,3,2900000.0,Right,67.24,22,1187
79.0,65.0,68.0,72.0,25.0,61.0,67,62,43,B. Celina,Bersant Celina,"LM, CAM",70,71,1900000.0,5000.0,25,181,66,Super Lig,Kasımpaşa,Kosovo,4,3200000.0,Right,67.24,22,1187
71.0,57.0,65.0,69.0,64.0,66.0,72,49,51,A. Ciranni,Alessandro Ciranni,"RWB, RB, RM",70,73,1900000.0,8000.0,26,173,73,Jupiler Pro League,Zulte-Waregem,Belgium,3,2900000.0,Right,67.24,22,1187
81.0,64.0,64.0,72.0,38.0,54.0,67,68,53,J. Clarke,Jack Clarke,"LM, LWB",70,82,3900000.0,8000.0,21,181,74,Championship,Sunderland,England,3,8000000.0,Right,67.24,22,1187
70.0,66.0,68.0,68.0,64.0,66.0,68,66,66,D. Escalonas,Dario Escalonas,CDM,67,67,350000.0,1000.0,34,186,74,Liga BetPlay,América de Cali,Colombia,3,490000.0,Right,67.24,25,1187
67.0,63.0,66.0,72.0,63.0,68.0,55,62,54,B. Toma,Bastien Toma,"CM, CDM",68,77,2700000.0,6000.0,23,174,67,Liga Portugal,Paços de Ferreira,Switzerland,3,3200000.0,Right,67.22000000000001,24,1188
55.0,49.0,64.0,61.0,77.0,72.0,62,43,82,H. Moreno,Héctor Alfredo Moreno Herrera,CB,77,77,1900000.0,7000.0,34,186,75,,,Mexico,2,3200000.0,Left,67.22,15,1189
62.0,74.0,56.0,68.0,24.0,83.0,40,75,75,L. Tawamba,Léandre Gaël Tawamba Kana,ST,74,74,3400000.0,24000.0,32,189,95,Pro League,Al Taawon,Cameroon,3,5600000.0,Right,67.22,18,1189
69.0,52.0,67.0,66.0,68.0,71.0,71,46,54,M. Zimmermann,Matthias Jürgen Zimmermann,RB,71,71,1600000.0,14000.0,30,177,76,2. Bundesliga,Fortuna Düsseldorf,Germany,2,2600000.0,Right,67.22,21,1189
66.0,52.0,68.0,67.0,66.0,75.0,67,54,64,Javi López,Javier López Rodríguez,RB,71,71,425000.0,3000.0,36,180,78,A-League,Adelaide United,Spain,3,531000.0,Right,67.22,21,1189
63.0,56.0,69.0,66.0,65.0,74.0,64,58,58,R. Ledson,Ryan Ledson,"CDM, CM",71,75,2400000.0,17000.0,24,175,69,Championship,Preston North End,England,2,4700000.0,Right,67.22,21,1189
54.0,62.0,71.0,68.0,66.0,71.0,69,57,55,D. Barlaser,Daniel Tan Barlaser,CDM,71,74,2200000.0,10000.0,25,184,62,Championship,Rotherham United,England,3,4200000.0,Right,67.22,21,1189
69.0,63.0,73.0,72.0,37.0,56.0,72,64,46,Jessé Ledeiro,Jessé Martin Ledeiro Serra,"CAM, CF",71,71,2200000.0,10000.0,22,174,73,Serie A,Bragantino,Brazil,3,4200000.0,Right,67.22,21,1189
77.0,67.0,62.0,76.0,24.0,59.0,56,67,61,M. Maolida,Myziane Maolida,"LM, ST",71,76,2800000.0,16000.0,23,181,78,Bundesliga,Hertha BSC,France,3,5300000.0,Right,67.22,21,1189
76.0,62.0,68.0,69.0,52.0,65.0,57,58,51,Rômulo,Rômulo José Pacheco da Silva,"CM, RW, CAM",68,69,1400000.0,5000.0,26,172,74,Super League,Chengdu Qianbao,Brazil,3,2300000.0,Left,67.22,24,1189
86.0,54.0,63.0,65.0,59.0,72.0,70,51,54,A. Bruus,Andreas Bruus,"RWB, RB",68,73,1700000.0,6000.0,23,183,67,Ligue 1,Troyes,Denmark,2,3500000.0,Right,67.22,24,1189
52.0,71.0,66.0,70.0,42.0,80.0,65,70,76,Sergi Enrich,Sergi Enrich Ametller,ST,72,72,1900000.0,9000.0,32,181,77,La Liga 2,Real Oviedo,Spain,4,3000000.0,Right,67.2,20,1190
56.0,72.0,62.0,68.0,45.0,79.0,59,73,84,S. Mounié,Steve Michel Mounié,ST,72,72,2500000.0,18000.0,27,190,83,Ligue 1,Brest,Benin,2,5000000.0,Right,67.2,20,1190
79.0,44.0,61.0,71.0,68.0,62.0,70,35,54,Flávio Rebeilo,Flávio Raphael Rebeilo Mestres,LB,72,72,2000000.0,17000.0,30,175,69,Serie A,Santos,Brazil,3,3800000.0,Left,67.2,20,1190
70.0,42.0,69.0,66.0,69.0,77.0,72,30,68,F. Stojković,Filip Stojković,RB,72,72,2100000.0,19000.0,29,180,76,Bundesliga,LASK Linz,Montenegro,2,3200000.0,Right,67.2,20,1190
76.0,56.0,61.0,68.0,63.0,75.0,66,52,61,B. Kopplin,Björn Kopplin,"LB, RB",69,69,725000.0,7000.0,33,184,80,Superliga,Randers,Germany,3,906000.0,Right,67.2,23,1190
78.0,65.0,67.0,69.0,51.0,51.0,70,64,34,J. Graham,Jordan Graham,"RM, RWB",69,69,1500000.0,16000.0,27,182,73,Championship,Birmingham City,England,4,2900000.0,Right,67.2,23,1190
79.0,55.0,62.0,64.0,63.0,77.0,67,49,59,R. Ogawa,小川 諒也,"LB, RB, LWB",69,71,1600000.0,5000.0,25,183,78,Liga Portugal,Vitória SC,Japan,2,3500000.0,Left,67.2,23,1190
74.0,56.0,70.0,67.0,64.0,62.0,58,49,59,M. Viviani,Mattia Viviani,"CDM, CM",69,79,3000000.0,2000.0,21,183,74,Serie B,Benevento,Italy,2,5400000.0,Right,67.2,23,1190
65.0,66.0,69.0,69.0,59.0,63.0,67,64,37,D. Levitt,Dylan James Christopher Levitt,"CM, CDM",69,79,3100000.0,3000.0,21,180,73,Premiership,Dundee United,Wales,3,6000000.0,Right,67.2,23,1190
70.0,70.0,70.0,72.0,35.0,61.0,70,70,64,S. Esposito,Sebastiano Esposito,"ST, CAM",69,80,3000000.0,16000.0,19,186,76,Jupiler Pro League,Anderlecht,Italy,3,3200000.0,Right,67.2,23,1190
84.0,63.0,62.0,69.0,40.0,64.0,63,65,48,M. Skóraś,Michał Skóraś,"LM, RM",69,78,3100000.0,5000.0,22,172,64,Ekstraklasa,Lech Poznań,Poland,3,5000000.0,Right,67.2,23,1190
86.0,63.0,60.0,71.0,41.0,59.0,56,68,60,R. Königsdörffer,Ransford-Yeboah Königsdörffer,"RW, ST",69,78,3100000.0,6000.0,20,182,78,2. Bundesliga,Hamburger SV,Ghana,3,5600000.0,Right,67.2,23,1190
76.0,63.0,64.0,71.0,43.0,69.0,63,64,39,I. Saibari,Ismael Saibari Ben El Basra,"RW, LW, ST",69,79,3100000.0,7000.0,20,185,81,Eredivisie,PSV,Morocco,4,5000000.0,Right,67.2,23,1190
84.0,62.0,62.0,72.0,44.0,56.0,65,61,36,R. Piñeiro,Rodrigo Andrés Piñeiro Silva,"RW, CAM, LW",69,77,3100000.0,3000.0,23,177,73,Primera Division,Unión Española,Uruguay,4,4800000.0,Right,67.2,23,1190
78.0,66.0,67.0,73.0,24.0,48.0,69,69,59,Arthur Gomes,Arthur Gomes Lourenço,"LW, RW",72,77,3500000.0,9000.0,23,173,68,Liga Portugal,Sporting CP,Brazil,3,7300000.0,Right,67.19999999999999,20,1191
61.0,55.0,70.0,73.0,67.0,55.0,60,53,50,B. Gilmour,Billy Gilmour,"CM, CDM",72,80,5000000.0,30000.0,21,170,66,Premier League,Brighton & Hove Albion,Scotland,3,10500000.0,Right,67.19999999999999,20,1191
82.0,65.0,65.0,71.0,43.0,51.0,58,67,52,M. Bottani,Alessio Bottani,"CAM, ST",69,69,1200000.0,6000.0,31,170,64,Super League,Lugano,Switzerland,3,1700000.0,Right,67.19999999999999,23,1191
70.0,68.0,65.0,70.0,49.0,65.0,63,69,61,K. Molino,Kevin Molino,"LM, CAM, RM",69,69,1100000.0,4000.0,32,173,70,Major League Soccer,Columbus Crew,Trinidad and Tobago,3,1700000.0,Right,67.19999999999999,23,1191
84.0,63.0,64.0,74.0,24.0,66.0,67,60,55,Allan Sousa,Allan Gonçalves Sousa,"RW, LW",69,72,1800000.0,8000.0,25,172,64,Superliga,AaB,Brazil,4,2400000.0,Left,67.19999999999999,23,1191
66.0,56.0,58.0,61.0,71.0,80.0,45,45,72,D. Vavro,Denis Vavro,CB,73,76,3500000.0,17000.0,26,189,81,Superliga,København,Slovakia,2,4800000.0,Right,67.18,19,1192
75.0,50.0,65.0,69.0,63.0,72.0,69,41,54,Paolinho Leima,Paolo Marco Leima Donatelo,"RWB, RB",70,70,1700000.0,14000.0,22,169,69,Serie A,Atlético Mineiro,Brazil,2,3100000.0,Right,67.18,22,1192
85.0,59.0,64.0,72.0,42.0,51.0,65,65,31,S. Diarra,Stéphane Imad Diarra,"RM, RW",70,74,2300000.0,9000.0,23,173,58,Ligue 1,Lorient,Côte d'Ivoire,4,4800000.0,Left,67.18,22,1192
83.0,69.0,64.0,72.0,28.0,49.0,72,70,43,J. Allevinah,Jim Émilien Ngowet Allevinah,"LM, RM, LW",70,70,1700000.0,11000.0,27,172,70,Ligue 1,Clermont,Gabon,3,3400000.0,Right,67.18,22,1192
83.0,50.0,57.0,69.0,64.0,71.0,56,51,61,A. Dante,Amadou Dante,LB,70,78,3400000.0,8000.0,21,179,70,Bundesliga,Sturm Graz,Mali,2,5800000.0,Left,67.18,22,1192
94.0,63.0,57.0,72.0,25.0,56.0,66,67,67,K. Schade,Kevin Schade,"RM, ST",70,83,3800000.0,11000.0,20,183,74,Premier League,Brentford,Germany,3,3200000.0,Right,67.18,22,1192
73.0,74.0,66.0,70.0,26.0,61.0,63,76,69,F. Fagúndez,Franco Fagúndez,"CAM, ST, CF",70,81,3600000.0,500.0,21,187,82,Primera Division,Nacional,Uruguay,2,8500000.0,Right,67.18,22,1192
65.0,54.0,64.0,64.0,70.0,69.0,77,46,75,Silvosinho,Thomas Nicolas Silva Rangel,"RB, RM, RWB",73,73,3000000.0,20000.0,26,177,73,Serie A,Santos,Brazil,2,5700000.0,Right,67.17999999999999,19,1193
72.0,40.0,62.0,68.0,74.0,75.0,64,34,71,L. Kelly,Lloyd Kelly,CB,73,80,5500000.0,28000.0,23,190,76,Premier League,AFC Bournemouth,England,3,12100000.0,Left,67.17999999999999,19,1193
66.0,56.0,65.0,67.0,65.0,80.0,59,53,70,C. Pickel,Charles Monginda Pickel,"CDM, CM",70,76,2200000.0,7000.0,25,184,76,Serie A,Cremonese,Switzerland,2,4400000.0,Right,67.17999999999999,22,1193
60.0,70.0,70.0,71.0,43.0,68.0,68,72,44,B. Nowak,Bartosz Nowak,"CF, CAM",70,70,1600000.0,9000.0,28,180,75,Ekstraklasa,Raków Częstochowa,Poland,3,2200000.0,Right,67.17999999999999,22,1193
77.0,50.0,65.0,66.0,64.0,73.0,69,59,45,R. Caicedo,Romario Javier Caicedo Ante,"RB, RM, RW",70,70,1100000.0,500.0,32,181,74,Liga Pro,Emelec,Ecuador,3,2400000.0,Right,67.17999999999999,22,1193
84.0,62.0,62.0,69.0,52.0,67.0,65,58,38,Tiago Araújo,Tiago Filipe Alves Araújo,"LW, LB",67,76,2300000.0,3000.0,21,184,79,Liga Portugal,Estoril,Portugal,3,5300000.0,Left,67.17999999999999,25,1193
54.0,52.0,68.0,66.0,76.0,70.0,73,46,74,J. Ward,Joel Ward,RB,74,74,2900000.0,39000.0,32,188,83,Premier League,Crystal Palace,England,3,5500000.0,Right,67.16000000000001,18,1194
70.0,75.0,62.0,71.0,29.0,61.0,60,75,62,Rubén Castro,Rubén Castro Martín,ST,71,71,1900000.0,5000.0,41,169,68,La Liga 2,Málaga,Spain,3,3200000.0,Right,67.16000000000001,21,1194
75.0,64.0,66.0,74.0,43.0,65.0,68,59,59,G. Töre,Gökhan Töre,RM,68,68,1200000.0,9000.0,30,176,70,Super Lig,Adana Demirspor,Turkey,3,2400000.0,Left,67.16000000000001,24,1194
91.0,62.0,61.0,69.0,42.0,58.0,59,64,55,M. Wdowiak,Mateusz Wdowiak,"CF, RM",68,70,1500000.0,6000.0,25,174,60,Ekstraklasa,Raków Częstochowa,Poland,3,2100000.0,Right,67.16000000000001,24,1194
88.0,63.0,59.0,66.0,49.0,65.0,62,66,57,C. Gebauer,Christian Gebauer,"RM, LM, ST",68,68,1200000.0,8000.0,28,187,75,2. Bundesliga,DSC Arminia Bielefeld,Austria,3,1900000.0,Right,67.16000000000001,24,1194
68.0,64.0,66.0,68.0,64.0,70.0,64,64,58,T. van de Looi,Tom van de Looi,"CDM, CM",68,75,2300000.0,2000.0,22,186,80,Serie B,Brescia,Netherlands,3,4000000.0,Right,67.16000000000001,24,1194
52.0,51.0,72.0,70.0,76.0,60.0,65,45,64,M. Hasebe,長谷 部誠,"CB, CDM",74,74,750000.0,16000.0,38,180,72,Bundesliga,Eintracht Frankfurt,Japan,3,1300000.0,Right,67.16,18,1195
66.0,55.0,69.0,67.0,69.0,63.0,67,55,67,B. Cespeda,Brayan Cespeda,"CDM, CM, CAM",71,71,1600000.0,650.0,30,178,75,Liga Pro,LDU Quito,Ecuador,3,3500000.0,Left,67.16,21,1195
52.0,61.0,72.0,68.0,71.0,69.0,67,48,72,L. Marrone,Luca Marrone,CB,71,71,1200000.0,25000.0,32,186,75,Serie A,Monza,Italy,3,2000000.0,Right,67.16,21,1195
82.0,69.0,55.0,68.0,27.0,71.0,54,74,65,D. Diaw,Davide Djily Diaw,ST,71,71,1800000.0,30000.0,30,191,78,Serie B,Modena,Italy,3,3200000.0,Right,67.16,21,1195
67.0,52.0,64.0,71.0,68.0,70.0,55,44,48,E. Owusu,Elisha Owusu,"CDM, CM",71,75,2400000.0,11000.0,24,182,72,Jupiler Pro League,Gent,Ghana,2,3800000.0,Right,67.16,21,1195
88.0,62.0,62.0,76.0,24.0,46.0,63,65,51,N. Kühn,Nicolas-Gerrit Kühn,"RM, CAM",71,77,3000000.0,16000.0,22,176,69,Bundesliga,Rapid Vienna,Germany,3,5000000.0,Left,67.16,21,1195
62.0,71.0,71.0,72.0,38.0,56.0,72,73,42,Dani Raba,Daniel Raba Antolín,"RM, ST",71,71,2000000.0,8000.0,26,184,76,La Liga 2,Leganés,Spain,4,3100000.0,Left,67.16,21,1195
66.0,64.0,67.0,68.0,67.0,69.0,67,60,71,J. Rodwell,Jack Christian Rodwell,"CB, CDM, CM",68,68,825000.0,4000.0,31,188,78,A-League,Sydney,England,3,1000000.0,Right,67.16,24,1195
86.0,69.0,59.0,68.0,33.0,69.0,59,68,59,P. Szysz,Patryk Szysz,"RM, ST, LM",68,73,1800000.0,12000.0,24,177,70,Super Lig,İstanbul Başakşehir,Poland,3,3700000.0,Left,67.16,24,1195
80.0,53.0,63.0,65.0,66.0,78.0,64,48,64,A. Touba,Ahmed Touba,CB,68,73,1600000.0,11000.0,24,184,81,Super Lig,İstanbul Başakşehir,Algeria,2,3300000.0,Left,67.16,24,1195
71.0,67.0,67.0,68.0,52.0,68.0,52,66,56,S. Greenwood,Sam Greenwood,"CAM, CF, CM",68,79,2600000.0,11000.0,20,180,75,Premier League,Leeds United,England,3,5500000.0,Right,67.16,24,1195
73.0,64.0,66.0,73.0,58.0,56.0,63,61,38,A. Kadri,Abdelkahar Kadri,"CAM, CM",68,77,2700000.0,6000.0,22,170,69,Jupiler Pro League,Kortrijk,Algeria,3,4600000.0,Right,67.16,24,1195
71.0,61.0,63.0,68.0,63.0,70.0,13,18,15,G. Pegolo,Gianluca Pegolo,GK,69,69,150000.0,6000.0,41,184,76,Serie A,Sassuolo,Italy,1,255000.0,Left,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,12,11,22,W. Caballero,Wilfredo Daniel Caballero,GK,69,69,150000.0,10000.0,40,186,83,Premier League,Southampton,Argentina,1,285000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,11,19,14,D. Marshall,David Marshall,GK,69,69,150000.0,2000.0,37,187,82,Premiership,Hibernian,Scotland,1,263000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,12,13,12,S. Bossut,Sammy Andre Bossut,GK,69,69,150000.0,4000.0,36,187,80,Jupiler Pro League,Zulte-Waregem,Belgium,1,218000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,29,15,13,Iván Cuéllar,Iván Cuéllar Sacristán,GK,69,69,150000.0,3000.0,38,187,80,La Liga 2,Sporting Gijón,Spain,1,240000.0,Left,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,14,11,12,R. Riou,Rémy Riou,GK,69,69,240000.0,18000.0,34,189,81,Ligue 1,Olympique Lyonnais,France,1,456000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,11,11,13,J. Fejzić,Jasmin Fejzić,GK,69,69,150000.0,4000.0,36,198,95,2. Bundesliga,Eintracht Braunschweig,Bosnia and Herzegovina,1,233000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,15,14,15,J. Moulin,Jessy Moulin,GK,69,69,150000.0,5000.0,36,184,80,Ligue 1,Troyes,France,1,300000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,8,10,12,Manolo Reina,Manuel Reina Rodríguez,GK,69,69,150000.0,2000.0,37,186,81,La Liga 2,Málaga,Spain,1,233000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,10,9,10,R. Gurtner,Régis Gurtner,GK,69,69,150000.0,2000.0,35,182,82,Ligue 2,Amiens SC,France,1,263000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,11,16,14,V. Mannone,Vito Mannone,GK,69,69,240000.0,7000.0,34,189,77,Ligue 1,Lorient,Italy,1,480000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,14,12,19,M. Männel,Martin Männel,GK,69,69,240000.0,2000.0,34,183,80,3. Liga,Erzgebirge Aue,Germany,1,348000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,11,11,11,D. Kuciak,Dušan Kuciak,GK,69,69,150000.0,3000.0,37,194,87,Ekstraklasa,Lechia Gdańsk,Slovakia,1,203000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,12,11,13,Ø. Nyland,Ørjan Håskjold Nyland,GK,69,69,750000.0,15000.0,31,192,90,Bundesliga,RB Leipzig,Norway,1,1300000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,12,17,14,W. Yarbrough,William Paul Yarbrough Story,GK,69,69,450000.0,3000.0,33,188,75,Major League Soccer,Colorado Rapids,United States,1,653000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,11,13,11,N. Etheridge,Neil Leonard Dula Etheridge,GK,69,69,700000.0,12000.0,32,191,95,Championship,Birmingham City,Philippines,1,1300000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,12,15,12,S. Şahin-Radlinger,Samuel Şahin-Radlinger,GK,69,69,950000.0,5000.0,29,196,94,Bundesliga,Ried,Austria,1,1400000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,14,13,20,S. Moore,Simon Moore,GK,69,69,700000.0,8000.0,32,191,83,Championship,Coventry City,England,1,1300000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,12,13,13,B. Maubleu,Brice Maubleu,GK,69,69,700000.0,3000.0,32,192,83,Ligue 2,Grenoble Foot 38,France,1,1200000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,14,11,15,H. Verhulst,Hobie Verhulst,GK,69,71,1200000.0,4000.0,29,193,92,Eredivisie,AZ,Netherlands,1,1900000.0,Left,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,19,13,11,N. Marsman,Nick Marsman,GK,69,69,750000.0,3000.0,31,188,88,Major League Soccer,Inter Miami,Netherlands,1,1100000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,11,11,12,B. Siegrist,Benjamin Kevin Siegrist,GK,69,69,925000.0,17000.0,30,194,85,Premiership,Celtic,Switzerland,1,1700000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,14,14,12,L. Thomas,Lawrence Andrew Kingsley Thomas,GK,69,69,925000.0,4000.0,30,191,91,A-League,Western Sydney Wanderers,Australia,1,1200000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,10,16,25,Z. Clark,Zander Clark,GK,69,69,925000.0,3000.0,30,193,80,Premiership,Hearts,Scotland,1,1700000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,19,9,20,G. Hubert,Guillaume Hubert,GK,69,71,1200000.0,5000.0,28,198,88,Jupiler Pro League,KV Oostende,Belgium,1,1800000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,13,18,12,Nicolas,David Nicolás Andrade,GK,69,69,240000.0,2000.0,34,190,85,Serie B,Pisa,Brazil,1,384000.0,Right,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,13,17,15,C. Walton,Christian Walton,GK,69,72,1400000.0,6000.0,26,195,72,League One,Ipswich Town,England,1,2600000.0,Left,67.14000000000001,23,1196
71.0,61.0,63.0,68.0,63.0,70.0,14,11,17,Dani Barrio,Daniel Barrio Álvarez,GK,69,69,150000.0,2000.0,35,190,78,La Liga 2,Burgos,Spain,1,240000.0,Left,67.14000000000001,23,1196
